,Repository Information,,,Author Information,,,,,,,,,,,Literary Text Information,,,,Information about the Fiction,,,,,,
Raabe_Wilhelm_Altershausen.txt,601,1582,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Altershausen,Raabe_Wilhelm_Altershausen.txt,1911,Romanfragment,ja,"letzten Jahre des neunzehnten Jahrhunderts, Herr von Bismarck damals Krieg",ja,"achtzehnhundertvierundsechzig, was die Glocke von Altershausen, Berlin",Deutschland,39544,34592
Raabe_Wilhelm_Christoph_Pechlin.txt,602,1584,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Christoph Pechlin,Raabe_Wilhelm_Christoph_Pechlin.txt,1873,Roman,ja,Heidelberger Bahnhofe,ja,"in der Hauptstadt des Schwabenlandes, Student von Tübingen",Deutschland,85326,74431
Raabe_Wilhelm_Das_Horn_von_Wanza.txt,603,1585,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Das Horn von Wanza,Raabe_Wilhelm_Das_Horn_von_Wanza.txt,1881,Erzählung,ja,Photographie,ja,"Abhanges des Harzes, in Göttingen",Deutschland,64834,57285
Raabe_Wilhelm_Der_Draeumling.txt,604,1587,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Der Dräumling,Raabe_Wilhelm_Der_Draeumling.txt,1872,Roman,ja,Eisenbahnen,ja,ich bin aus Berlin und sitze in Paddenau,Deutschland,67214,58728
Raabe_Wilhelm_Der_gute_Tag.txt,605,1588,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Der gute Tag,Raabe_Wilhelm_Der_gute_Tag.txt,1876,Novelle,ja,Gemach des Photographen,ja,erfuhren die Berliner,Deutschland,11297,9857
Raabe_Wilhelm_Der_Lar.txt,606,1589,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Der Lar,Raabe_Wilhelm_Der_Lar.txt,1889,Erzählung,ja,Photographie-Apparat,ja,Er war einfach aus Berlin,Deutschland,63182,54830
Raabe_Wilhelm_Deutscher_Adel.txt,607,1592,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Deutscher Adel,Raabe_Wilhelm_Deutscher_Adel.txt,1878,Erzählung,ja,Karl Achtermannsche Leihbibliothek,ja,"auch diese Berlinerin, deutsche Hauptstadt, Heidelberg",Deutschland,56509,49285
Raabe_Wilhelm_Deutscher_Mondschein.txt,608,1593,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Deutscher Mondschein,Raabe_Wilhelm_Deutscher_Mondschein.txt,1873,Novelle,ja,"mich im Jahre 1867 auf ärztlichen Rat,",ja,"Ich bin ein selbst für Deutschland außergewöhnlich nüchterner Mensch, Sylt",Deutschland,7486,6515
Raabe_Wilhelm_Die_Akten_des_Vogelsangs.txt,609,1594,DTA,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Die Akten des Vogelsangs,Raabe_Wilhelm_Die_Akten_des_Vogelsangs.txt,1896,Roman,ja,Bahnhof,ja,jetzt zu ihr nach Berlin,Deutschland,72304,63291
Raabe_Wilhelm_Die_Innerste.txt,610,1595,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Die Innerste,Raabe_Wilhelm_Die_Innerste.txt,1876,Novelle,ja,"Königs in Preußen, Teile früher als 1800",ja,"Stadt Hannover, Eisen nach Celle",Deutschland,33570,29601
Raabe_Wilhelm_Ein_Besuch.txt,611,1596,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Ein Besuch,Raabe_Wilhelm_Ein_Besuch.txt,1884,Skizze,ja,Du gehörst zu unserm Richard wie die Stadt Metz wieder zum Deutschen Reich,ja,wir wollen leben in Deutschland,Deutschland,3141,2761
Raabe_Wilhelm_Eulenpfingsten.txt,612,1597,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Eulenpfingsten,Raabe_Wilhelm_Eulenpfingsten.txt,1875,Erzählung,ja,"Frankfurter Glocken, die am 22. Mai 1858 das Pfingstfest einläuteten",ja,"Frankfurter Glocken, die am 22. Mai 1858 das Pfingstfest einläuteten",Deutschland,32541,28493
Raabe_Wilhelm_Fabian_und_Sebastian.txt,613,1598,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Fabian und Sebastian,Raabe_Wilhelm_Fabian_und_Sebastian.txt,1882,Erzählung,ja,Am zwanzigsten Januar 187*,ja,Thüringer,Deutschland,66193,58433
Raabe_Wilhelm_Frau_Salome.txt,614,1599,textgrid,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Frau Salome,Raabe_Wilhelm_Frau_Salome.txt,1875,Erzählung,ja,Sommernachmittage im Jahre 1809,ja,aus Quakenbrück im Fürstentum Osnabrück,Deutschland,34293,30182
Raabe_Wilhelm_Gutmanns_Reisen.txt,615,1600,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Gutmanns Reisen,Raabe_Wilhelm_Gutmanns_Reisen.txt,1892,Erzählung,ja,Eisenbahnwagen,ja,in Eisenach,Deutschland,73509,64154
Raabe_Wilhelm_Hastenbeck.txt,616,1601,textgrid,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Hastenbeck,Raabe_Wilhelm_Hastenbeck.txt,1899,historische Erzählung,ja,"die Herzogin Philippine Charlotte, geborene Prinzessin von Preußen",ja,"Kurfürst von Hannover, von Dettingen, Niedersachsen",Deutschland,68686,60581
Raabe_Wilhelm_Horacker.txt,617,1603,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Horacker,Raabe_Wilhelm_Horacker.txt,1876,Roman,ja,Kaiser Napoleon den Dritten,ja,"komme ich von hinter Berlin her zu Fuße, König Wilhelm zu Koblenz",Deutschland,58134,50803
Raabe_Wilhelm_Im_alten_Eisen.txt,618,1604,textgrid,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Im alten Eisen,Raabe_Wilhelm_Im_alten_Eisen.txt,1887,Roman,ja,mit dem Omnibus nach dem Bahnhof,ja,"der ganzen, großen Stadt Berlin hatte niemand von denen",Deutschland,64205,56512
Raabe_Wilhelm_Im_Siegeskranze.txt,619,0,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Im Siegeskranze,Raabe_Wilhelm_Im_Siegeskranze.txt,1866,historische Erzählung,ja,"Eisenbahnen, Kaiser Napoleon",ja,"das arme Deutschland, durch das deutsche Land ",Deutschland,14834,13130
Raabe_Wilhelm_Kloster_Lugau.txt,620,1605,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Kloster Lugau,Raabe_Wilhelm_Kloster_Lugau.txt,1894,Erzählung,ja,Man erreichte im Jahre 1870 Kloster Lugau noch nicht ganz vermittelst der Eisenbahn,ja,Wittenberg,Deutschland,72738,63699
Raabe_Wilhelm_Meister_Autor_oder_Die.txt,621,1606,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Meister Autor oder Die Geschichten vom versunkenen Garten,Raabe_Wilhelm_Meister_Autor_oder_Die.txt,1881,Erzählung,ja,Personen- und Güterzug entgleist… Bahn unfahrbar!… Heizer und Lokomotivführer tot,ja,Vor einer Stunde ist er von Berlin angelangt,Deutschland,55334,48389
Raabe_Wilhelm_Nach_dem_Großen_Kriege.txt,622,0,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Nach dem Großen Kriege,Raabe_Wilhelm_Nach_dem_Großen_Kriege.txt,1861,historischer Roman,ja,"den Zeitungsartikeln, 1859, am 15. Mai 1816, 5. Juni 1816, 29. Juli 1816.",ja,"Vom Vaterland hab' ich den Tag geträumet, in Sachsenhagen",Deutschland,46128,40010
Raabe_Wilhelm_Pfisters_Muehle.txt,623,1607,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Pfisters Mühle,Raabe_Wilhelm_Pfisters_Muehle.txt,1884,Erzählung,ja,im letzten Viertel dieses neunzehnten Jahrhunderts,ja,in den Harz in die Sommerfrische,Deutschland,61633,54322
Raabe_Wilhelm_Prinzessin_Fisch.txt,624,1608,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Prinzessin Fisch,Raabe_Wilhelm_Prinzessin_Fisch.txt,1883,Entwicklungsroman,ja,"Eisenbahndammes, mitten im Gedränge des Bahnhofes",ja,"daß sie aus Moabit bei Berlin stammte, Badeort Ilmenthal an der Ilme",Deutschland,69983,62013
Raabe_Wilhelm_Stopfkuchen.txt,625,1609,DTA,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Stopfkuchen,Raabe_Wilhelm_Stopfkuchen.txt,1891,Roman,ja,Bahnhof,ja,ist eine Einladung zum nächsten paläontologischen Kongreß in Berlin und weiter nichts,Deutschland,75262,65607
Raabe_Wilhelm_Theklas_Erbschaft.txt,626,0,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Theklas Erbschaft,Raabe_Wilhelm_Theklas_Erbschaft.txt,1868,Erzählung,ja,"Stuttgarter Julinachmittag des Jahres achtzehnhundertfünfundsechzig, den Königlich Kaiserlichen",ja,"Berlin, Dieser jeder deutschen Jungfrau",Deutschland ,5963,5258
Raabe_Wilhelm_Unruhige_Gaeste.txt,627,1610,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Unruhige Gäste,Raabe_Wilhelm_Unruhige_Gaeste.txt,1885,Roman,ja,"Bahnhofe daher, wo die Lokomotive",ja,in Berlin gewesen bin,Deutschland,57044,50489
Raabe_Wilhelm_Wunnigel.txt,628,1612,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Wunnigel,Raabe_Wilhelm_Wunnigel.txt,1877,Erzählung,ja,Eisenbahnkarte,ja,ganz genau mitten in Mitteldeutschland,Deutschland,58909,51574
Raabe_Wilhelm_Zum_wilden_Mann.txt,629,1613,gutenberg,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Zum wilden Mann,Raabe_Wilhelm_Zum_wilden_Mann.txt,1874,Novelle,ja,Zigarre,ja,welche er aus dem deutschen Bund in den norddeutschen und aus diesem in das neue Reich mit sich hinübergenommen hat,Deutschland,33440,29372
Rasch_Gustav_Das_Haus_der_Buesserinnen.txt,630,0,gartenlaube,Gustav Heinrich Wilhelm,Rasch,Gustav Heinrich Wilhelm Rasch,-,Gustav Rasch,Deutschland ,1825,1878,male,"geb. in Hannover, gest. in Schöneberg bei Berlin; deutscher Journalist und Reiseschriftsteller, der für seine oft polemischen Texte, aber auch für seine anti-preußische Gesinnung und seine politische Agitation bekannt war",116335351,Das Haus der Büßerinnen,Rasch_Gustav_Das_Haus_der_Buesserinnen.txt,1860,NA,ja,der Frau Prinzessin von Preußen.,ja,"Norddeutschland, Mecklenburger",Deutschland ,5034,4397
Rasch_Gustav_Der_Maertyrer_von_Oland.txt,631,0,gartenlaube,Gustav Heinrich Wilhelm,Rasch,Gustav Heinrich Wilhelm Rasch,-,Gustav Rasch,Deutschland ,1825,1878,male,"geb. in Hannover, gest. in Schöneberg bei Berlin; deutscher Journalist und Reiseschriftsteller, der für seine oft polemischen Texte, aber auch für seine anti-preußische Gesinnung und seine politische Agitation bekannt war",116335351,Der Märtyrer von Oland,Rasch_Gustav_Der_Maertyrer_von_Oland.txt,1862,NA,ja,Dampfschiffes,ja,"Insel Föhr, Nordseeinselkette",Deutschland ,7570,6736
Rasch_Gustav_Ein_schleswiger_Edelmann.txt,632,0,gartenlaube,Gustav Heinrich Wilhelm,Rasch,Gustav Heinrich Wilhelm Rasch,-,Gustav Rasch,Deutschland ,1825,1878,male,"geb. in Hannover, gest. in Schöneberg bei Berlin; deutscher Journalist und Reiseschriftsteller, der für seine oft polemischen Texte, aber auch für seine anti-preußische Gesinnung und seine politische Agitation bekannt war",116335351,Ein schleswiger Edelmann,Rasch_Gustav_Ein_schleswiger_Edelmann.txt,1862,NA,ja,preußisch,ja,"Hamburg, Flensburg, Tondern und Schleswig",Deutschland ,4264,3715
Rasch_Gustav_Ein_Schneesturm_auf_den_Hohen_Heiligenbluther_Tauern.txt,633,0,gartenlaube,Gustav Heinrich Wilhelm,Rasch,Gustav Heinrich Wilhelm Rasch,-,Gustav Rasch,Deutschland ,1825,1878,male,"geb. in Hannover, gest. in Schöneberg bei Berlin; deutscher Journalist und Reiseschriftsteller, der für seine oft polemischen Texte, aber auch für seine anti-preußische Gesinnung und seine politische Agitation bekannt war",116335351,Ein Schneesturm auf den Hohen Heiligenbluther Trauern,Rasch_Gustav_Ein_Schneesturm_auf_den_Hohen_Heiligenbluther_Tauern.txt,1859,NA,ja,Walzer,ja,"östlichen Alpen, Salzachthal ",Österreich ,3892,3415
Rasch_Gustav_Eine_Bergfahrt_durch_die_Luft.txt,634,0,gartenlaube,Gustav Heinrich Wilhelm,Rasch,Gustav Heinrich Wilhelm Rasch,-,Gustav Rasch,Deutschland ,1825,1878,male,"geb. in Hannover, gest. in Schöneberg bei Berlin; deutscher Journalist und Reiseschriftsteller, der für seine oft polemischen Texte, aber auch für seine anti-preußische Gesinnung und seine politische Agitation bekannt war",116335351,Eine Bergfahrt durch die Luft,Rasch_Gustav_Eine_Bergfahrt_durch_die_Luft.txt,1858,Erzählung,ja,"Luftballon, Maschine",ja,"in den Alpen, Gasteinerthal",Österreich,5677,4945
Rasch_Gustav_Vom_verlassenen_Bruderstamme.txt,635,0,gartenlaube,Gustav Heinrich Wilhelm,Rasch,Gustav Heinrich Wilhelm Rasch,-,Gustav Rasch,Deutschland ,1825,1878,male,"geb. in Hannover, gest. in Schöneberg bei Berlin; deutscher Journalist und Reiseschriftsteller, der für seine oft polemischen Texte, aber auch für seine anti-preußische Gesinnung und seine politische Agitation bekannt war",116335351,Vom verlassenen Bruderstamme,Rasch_Gustav_Vom_verlassenen_Bruderstamme.txt,1861,NA,ja,"in den Jahren 1850 und 1851, Eisenbahnlinie",ja,Schleswig-Holsteins,Deutschland ,3855,3390
